CaseID,resp_seq,contest_no,profile,Chosen_Immigrant,Gender,Education,Language Skills,Country of Origin,Job,Job Experience,Job Plans,Reason for Application,Prior Entry
1007,883,4,2,1,male,high school,used interpreter,Mexico,child care provider,5+ years,contract with employer,seek better job,once as tourist
1007,883,5,1,1,female,two-year college,tried English but unable,France,research scientist,none,will look for work,reunite with family,once as tourist
1007,883,5,2,0,male,two-year college,used interpreter,Somalia,teacher,none,contract with employer,escape persecution,once w/o authorization
1009,884,1,1,1,male,high school,broken English,China,construction worker,3-5 years,contract with employer,escape persecution,once as tourist
1009,884,1,2,0,male,graduate degree,broken English,Poland,research scientist,3-5 years,no plans to look for work,reunite with family,six months with family
1009,884,2,1,1,female,no formal,used interpreter,Somalia,teacher,none,no plans to look for work,reunite with family,once as tourist
1009,884,2,2,0,male,no formal,used interpreter,Mexico,construction worker,none,interviews with employer,seek better job,once as tourist
1009,884,3,1,1,female,no formal,used interpreter,Somalia,teacher,5+ years,contract with employer,seek better job,six months with family
1009,884,3,2,0,male,college degree,used interpreter,India,teacher,1-2 years,will look for work,seek better job,once as tourist
1009,884,4,1,1,male,college degree,used interpreter,Iraq,doctor,1-2 years,contract with employer,escape persecution,once w/o authorization
1009,884,4,2,0,female,no formal,broken English,India,nurse,none,will look for work,reunite with family,once as tourist
1009,884,5,1,0,female,4th grade,used interpreter,Philippines,child care provider,none,interviews with employer,seek better job,six months with family
1009,884,5,2,1,male,no formal,fluent English,France,child care provider,5+ years,interviews with employer,seek better job,six months with family
1010,885,1,1,1,female,high school,used interpreter,Philippines,child care provider,3-5 years,will look for work,seek better job,once as tourist
1010,885,1,2,0,female,4th grade,tried English but unable,Mexico,teacher,5+ years,interviews with employer,reunite with family,once w/o authorization
1010,885,2,1,0,female,graduate degree,tried English but unable,Germany,teacher,none,contract with employer,seek better job,once w/o authorization
1010,885,2,2,1,male,college degree,broken English,France,doctor,5+ years,will look for work,reunite with family,once as tourist
1010,885,3,1,1,female,8th grade,fluent English,Sudan,teacher,3-5 years,will look for work,escape persecution,six months with family
1010,885,3,2,0,female,no formal,tried English but unable,Somalia,nurse,3-5 years,will look for work,reunite with family,once w/o authorization
1010,885,4,1,0,female,no formal,used interpreter,Germany,child care provider,5+ years,contract with employer,reunite with family,once as tourist
1010,885,4,2,1,male,two-year college,broken English,Philippines,waiter,5+ years,no plans to look for work,seek better job,many times as tourist
1010,885,5,1,1,female,two-year college,used interpreter,Mexico,construction worker,3-5 years,will look for work,seek better job,once w/o authorization
1010,885,5,2,0,female,4th grade,tried English but unable,France,nurse,3-5 years,no plans to look for work,seek better job,once as tourist
1011,886,1,1,1,male,college degree,used interpreter,India,teacher,5+ years,interviews with employer,seek better job,never
1011,886,1,2,0,female,4th grade,fluent English,Philippines,child care provider,3-5 years,no plans to look for work,reunite with family,never
1011,886,2,1,0,female,no formal,used interpreter,China,construction worker,3-5 years,interviews with employer,reunite with family,once w/o authorization
1011,886,2,2,1,male,no formal,used interpreter,Iraq,nurse,5+ years,contract with employer,seek better job,six months with family
1011,886,3,1,1,female,8th grade,tried English but unable,Sudan,waiter,3-5 years,contract with employer,seek better job,once as tourist
1011,886,3,2,0,female,no formal,tried English but unable,Mexico,nurse,none,will look for work,seek better job,once w/o authorization
1011,886,4,1,0,female,graduate degree,used interpreter,Mexico,gardener,5+ years,will look for work,reunite with family,once as tourist
1011,886,4,2,1,male,graduate degree,tried English but unable,France,waiter,1-2 years,contract with employer,seek better job,never
1011,886,5,1,1,male,no formal,used interpreter,Sudan,nurse,1-2 years,contract with employer,escape persecution,never
1011,886,5,2,0,female,college degree,used interpreter,Mexico,waiter,3-5 years,no plans to look for work,seek better job,many times as tourist
1012,887,1,1,0,male,no formal,tried English but unable,Iraq,janitor,5+ years,will look for work,seek better job,six months with family
1012,887,1,2,1,female,graduate degree,used interpreter,Sudan,child care provider,3-5 years,no plans to look for work,escape persecution,once as tourist
1012,887,2,1,1,female,8th grade,broken English,Sudan,nurse,none,no plans to look for work,reunite with family,six months with family
1012,887,2,2,0,male,two-year college,broken English,Sudan,construction worker,1-2 years,no plans to look for work,escape persecution,six months with family
1012,887,3,1,0,female,graduate degree,broken English,Germany,research scientist,3-5 years,no plans to look for work,reunite with family,never
1012,887,3,2,1,male,college degree,broken English,France,doctor,1-2 years,will look for work,seek better job,many times as tourist
1012,887,4,1,0,female,high school,tried English but unable,Sudan,teacher,3-5 years,interviews with employer,reunite with family,many times as tourist
1012,887,4,2,1,female,high school,fluent English,China,nurse,5+ years,contract with employer,reunite with family,once as tourist
1012,887,5,1,0,female,graduate degree,broken English,Poland,computer programmer,3-5 years,no plans to look for work,reunite with family,once w/o authorization
1012,887,5,2,1,female,4th grade,tried English but unable,Poland,nurse,5+ years,contract with employer,reunite with family,six months with family
1013,888,1,1,1,male,graduate degree,fluent English,Poland,financial analyst,5+ years,interviews with employer,reunite with family,many times as tourist
1013,888,1,2,0,male,two-year college,broken English,Mexico,nurse,5+ years,contract with employer,reunite with family,never
1013,888,2,1,1,female,no formal,broken English,Philippines,construction worker,1-2 years,contract with employer,seek better job,once as tourist
1013,888,2,2,0,male,high school,broken English,Somalia,child care provider,3-5 years,contract with employer,reunite with family,six months with family
1013,888,3,1,1,female,two-year college,broken English,India,teacher,5+ years,interviews with employer,reunite with family,six months with family
1013,888,3,2,0,male,4th grade,tried English but unable,China,janitor,1-2 years,no plans to look for work,reunite with family,once w/o authorization
1013,888,4,1,0,male,graduate degree,tried English but unable,France,doctor,5+ years,will look for work,seek better job,many times as tourist
1013,888,4,2,1,male,two-year college,fluent English,Philippines,teacher,5+ years,will look for work,reunite with family,once as tourist
1013,888,5,1,0,male,no formal,broken English,Sudan,teacher,1-2 years,contract with employer,seek better job,once as tourist
1013,888,5,2,1,female,8th grade,fluent English,Iraq,construction worker,3-5 years,no plans to look for work,escape persecution,once as tourist
1014,889,1,1,0,female,two-year college,fluent English,Germany,computer programmer,1-2 years,interviews with employer,seek better job,never
1014,889,1,2,1,female,4th grade,tried English but unable,Poland,janitor,3-5 years,no plans to look for work,seek better job,six months with family
1014,889,2,1,0,female,high school,broken English,Mexico,waiter,3-5 years,no plans to look for work,reunite with family,once w/o authorization
1014,889,2,2,1,female,no formal,tried English but unable,China,janitor,1-2 years,will look for work,seek better job,once as tourist
1014,889,3,1,1,male,two-year college,used interpreter,China,child care provider,1-2 years,no plans to look for work,reunite with family,once as tourist
1014,889,3,2,0,male,college degree,used interpreter,India,teacher,1-2 years,will look for work,seek better job,once w/o authorization
1014,889,4,1,1,female,no formal,broken English,Poland,construction worker,none,contract with employer,seek better job,many times as tourist
1014,889,4,2,0,female,no formal,tried English but unable,Sudan,gardener,none,contract with employer,seek better job,once w/o authorization
1014,889,5,1,0,male,graduate degree,broken English,Germany,doctor,none,no plans to look for work,reunite with family,six months with family
1014,889,5,2,1,female,college degree,tried English but unable,China,construction worker,none,interviews with employer,reunite with family,once as tourist
1015,890,1,1,0,male,8th grade,used interpreter,France,construction worker,1-2 years,contract with employer,seek better job,once w/o authorization
1015,890,1,2,1,female,8th grade,tried English but unable,China,janitor,3-5 years,will look for work,seek better job,once w/o authorization
1015,890,2,1,0,male,8th grade,tried English but unable,Sudan,gardener,3-5 years,no plans to look for work,seek better job,once w/o authorization
1015,890,2,2,1,male,two-year college,tried English but unable,Sudan,teacher,1-2 years,interviews with employer,seek better job,six months with family
1015,890,3,1,0,female,high school,used interpreter,Somalia,construction worker,1-2 years,no plans to look for work,reunite with family,once as tourist
1015,890,3,2,1,female,4th grade,used interpreter,Somalia,janitor,1-2 years,no plans to look for work,seek better job,six months with family
1015,890,4,1,0,male,no formal,broken English,Somalia,nurse,5+ years,no plans to look for work,seek better job,once w/o authorization
1015,890,4,2,1,female,high school,tried English but unable,Mexico,gardener,none,contract with employer,reunite with family,six months with family
1015,890,5,1,1,female,8th grade,used interpreter,Somalia,janitor,3-5 years,interviews with employer,escape persecution,once as tourist
1015,890,5,2,0,female,two-year college,tried English but unable,Sudan,research scientist,1-2 years,contract with employer,escape persecution,never
1016,891,1,1,1,male,graduate degree,broken English,Germany,janitor,5+ years,contract with employer,reunite with family,many times as tourist
1016,891,1,2,0,male,8th grade,tried English but unable,China,waiter,1-2 years,interviews with employer,reunite with family,six months with family
1016,891,2,1,1,female,two-year college,fluent English,Sudan,teacher,1-2 years,interviews with employer,seek better job,once as tourist
1016,891,2,2,0,male,graduate degree,broken English,Mexico,computer programmer,5+ years,no plans to look for work,reunite with family,once w/o authorization
1016,891,3,1,0,male,graduate degree,fluent English,Poland,waiter,5+ years,contract with employer,seek better job,never
1016,891,3,2,1,female,no formal,broken English,Iraq,nurse,3-5 years,contract with employer,escape persecution,never
1016,891,4,1,1,female,high school,broken English,Sudan,child care provider,5+ years,interviews with employer,escape persecution,once as tourist
1016,891,4,2,0,female,college degree,used interpreter,Poland,child care provider,5+ years,no plans to look for work,seek better job,once w/o authorization
1016,891,5,1,0,female,4th grade,used interpreter,Germany,construction worker,5+ years,no plans to look for work,seek better job,once as tourist
1016,891,5,2,1,male,no formal,broken English,Mexico,construction worker,5+ years,will look for work,reunite with family,six months with family
1017,892,1,1,1,male,graduate degree,used interpreter,Iraq,financial analyst,1-2 years,contract with employer,reunite with family,once w/o authorization
1017,892,1,2,0,female,high school,tried English but unable,Sudan,nurse,none,will look for work,escape persecution,once w/o authorization
1017,892,2,1,0,female,graduate degree,used interpreter,Poland,construction worker,1-2 years,contract with employer,seek better job,once w/o authorization
1017,892,2,2,1,female,graduate degree,fluent English,Iraq,teacher,1-2 years,no plans to look for work,seek better job,once as tourist
1017,892,3,1,1,male,no formal,broken English,India,waiter,3-5 years,contract with employer,seek better job,many times as tourist
1017,892,3,2,0,female,no formal,tried English but unable,France,teacher,1-2 years,no plans to look for work,reunite with family,never
1017,892,4,1,1,male,high school,broken English,India,gardener,1-2 years,will look for work,seek better job,never
1017,892,4,2,0,male,no formal,tried English but unable,Iraq,waiter,3-5 years,contract with employer,reunite with family,once w/o authorization
1017,892,5,1,0,female,4th grade,broken English,Sudan,nurse,5+ years,will look for work,reunite with family,never
1017,892,5,2,1,female,two-year college,tried English but unable,Philippines,computer programmer,none,contract with employer,reunite with family,many times as tourist
1018,893,1,1,1,male,4th grade,fluent English,China,nurse,none,interviews with employer,escape persecution,many times as tourist
1018,893,1,2,0,female,graduate degree,broken English,Poland,gardener,none,no plans to look for work,reunite with family,once as tourist
1018,893,2,1,1,female,high school,used interpreter,Poland,gardener,none,will look for work,seek better job,six months with family
1018,893,2,2,0,male,no formal,used interpreter,Mexico,construction worker,none,contract with employer,seek better job,six months with family
1018,893,3,1,0,male,4th grade,broken English,France,waiter,none,interviews with employer,reunite with family,never
1018,893,3,2,1,male,no formal,used interpreter,Sudan,janitor,none,interviews with employer,reunite with family,six months with family
1018,893,4,1,0,female,no formal,used interpreter,Sudan,child care provider,5+ years,no plans to look for work,reunite with family,six months with family
1018,893,4,2,1,male,graduate degree,broken English,Iraq,gardener,1-2 years,contract with employer,seek better job,once as tourist
1018,893,5,1,1,male,high school,tried English but unable,Mexico,child care provider,3-5 years,interviews with employer,seek better job,many times as tourist
1018,893,5,2,0,female,college degree,broken English,Iraq,nurse,1-2 years,contract with employer,seek better job,never
1019,894,1,1,1,female,no formal,tried English but unable,Poland,nurse,none,no plans to look for work,seek better job,many times as tourist
1019,894,1,2,0,male,no formal,used interpreter,Philippines,gardener,5+ years,contract with employer,reunite with family,six months with family
1019,894,2,1,1,female,college degree,used interpreter,India,waiter,3-5 years,contract with employer,reunite with family,once w/o authorization
1019,894,2,2,0,female,4th grade,fluent English,India,child care provider,3-5 years,contract with employer,seek better job,once w/o authorization
1019,894,3,1,0,male,4th grade,used interpreter,Sudan,child care provider,3-5 years,will look for work,reunite with family,once w/o authorization
1019,894,3,2,1,male,high school,broken English,Germany,construction worker,none,no plans to look for work,reunite with family,once as tourist
1019,894,4,1,0,female,8th grade,used interpreter,Germany,janitor,1-2 years,will look for work,seek better job,six months with family
1019,894,4,2,1,female,graduate degree,used interpreter,Sudan,financial analyst,3-5 years,no plans to look for work,escape persecution,six months with family
1019,894,5,1,1,female,high school,broken English,China,janitor,5+ years,will look for work,escape persecution,never
1019,894,5,2,0,female,no formal,broken English,Mexico,child care provider,none,interviews with employer,reunite with family,never
1021,895,1,1,0,female,college degree,fluent English,Philippines,child care provider,none,contract with employer,seek better job,once w/o authorization
1021,895,1,2,1,female,no formal,broken English,Somalia,teacher,3-5 years,interviews with employer,escape persecution,never
1021,895,2,1,1,female,two-year college,tried English but unable,Poland,nurse,3-5 years,interviews with employer,reunite with family,many times as tourist
1021,895,2,2,0,male,two-year college,fluent English,France,computer programmer,1-2 years,interviews with employer,reunite with family,once w/o authorization
1021,895,3,1,0,male,college degree,fluent English,China,gardener,1-2 years,will look for work,reunite with family,once w/o authorization
1021,895,3,2,1,female,8th grade,broken English,Mexico,child care provider,none,contract with employer,reunite with family,once w/o authorization
1021,895,4,1,1,male,high school,tried English but unable,Iraq,teacher,3-5 years,will look for work,reunite with family,never
1021,895,4,2,0,male,4th grade,broken English,Somalia,construction worker,5+ years,will look for work,seek better job,six months with family
1021,895,5,1,1,male,graduate degree,fluent English,India,research scientist,5+ years,interviews with employer,seek better job,once as tourist
1021,895,5,2,0,female,college degree,fluent English,Poland,financial analyst,3-5 years,will look for work,seek better job,once w/o authorization
1022,896,1,1,0,male,graduate degree,tried English but unable,Philippines,child care provider,3-5 years,will look for work,reunite with family,never
1022,896,1,2,1,male,two-year college,used interpreter,Poland,computer programmer,none,will look for work,reunite with family,six months with family
1022,896,2,1,1,male,college degree,used interpreter,Sudan,nurse,3-5 years,contract with employer,seek better job,many times as tourist
1022,896,2,2,0,male,4th grade,used interpreter,Poland,child care provider,5+ years,interviews with employer,seek better job,never
1022,896,3,1,0,male,4th grade,used interpreter,Somalia,waiter,1-2 years,will look for work,escape persecution,six months with family
1022,896,3,2,1,female,two-year college,fluent English,China,construction worker,3-5 years,interviews with employer,reunite with family,six months with family
1022,896,4,1,1,female,high school,fluent English,Mexico,construction worker,3-5 years,no plans to look for work,reunite with family,once as tourist
1022,896,4,2,0,female,high school,broken English,Iraq,nurse,1-2 years,will look for work,reunite with family,once as tourist
1022,896,5,1,1,female,graduate degree,broken English,Philippines,research scientist,5+ years,interviews with employer,reunite with family,six months with family
1022,896,5,2,0,female,8th grade,used interpreter,Poland,waiter,5+ years,no plans to look for work,reunite with family,once w/o authorization
1023,897,1,1,0,female,4th grade,tried English but unable,Sudan,janitor,5+ years,contract with employer,reunite with family,once as tourist
1023,897,1,2,1,male,graduate degree,tried English but unable,Mexico,computer programmer,none,contract with employer,seek better job,once as tourist
1023,897,2,1,0,female,4th grade,used interpreter,Iraq,nurse,none,interviews with employer,escape persecution,once w/o authorization
1023,897,2,2,1,male,college degree,broken English,India,teacher,1-2 years,will look for work,reunite with family,six months with family
1023,897,3,1,0,male,no formal,used interpreter,France,construction worker,none,interviews with employer,reunite with family,once as tourist
1023,897,3,2,1,male,high school,tried English but unable,India,janitor,none,interviews with employer,reunite with family,once w/o authorization
1023,897,4,1,1,male,high school,broken English,China,gardener,5+ years,no plans to look for work,reunite with family,never
1023,897,4,2,0,male,no formal,fluent English,India,janitor,1-2 years,no plans to look for work,reunite with family,six months with family
1023,897,5,1,1,female,two-year college,used interpreter,Iraq,financial analyst,1-2 years,interviews with employer,escape persecution,once as tourist
1023,897,5,2,0,male,4th grade,broken English,France,teacher,none,will look for work,seek better job,never
1024,898,1,1,0,male,no formal,used interpreter,Germany,child care provider,3-5 years,no plans to look for work,seek better job,never
1024,898,1,2,1,male,college degree,tried English but unable,India,research scientist,none,contract with employer,reunite with family,many times as tourist
1024,898,2,1,0,male,college degree,broken English,China,nurse,3-5 years,interviews with employer,seek better job,many times as tourist
1024,898,2,2,1,female,two-year college,used interpreter,India,teacher,3-5 years,no plans to look for work,seek better job,many times as tourist
1024,898,3,1,0,male,high school,tried English but unable,France,waiter,5+ years,no plans to look for work,reunite with family,once w/o authorization
1024,898,3,2,1,female,8th grade,broken English,China,construction worker,3-5 years,will look for work,escape persecution,once w/o authorization
1024,898,4,1,0,female,no formal,used interpreter,Iraq,teacher,3-5 years,interviews with employer,seek better job,many times as tourist
1024,898,4,2,1,female,graduate degree,broken English,France,gardener,none,will look for work,seek better job,many times as tourist
1024,898,5,1,1,male,high school,broken English,China,waiter,1-2 years,interviews with employer,seek better job,never
1024,898,5,2,0,female,college degree,tried English but unable,Poland,teacher,none,will look for work,reunite with family,six months with family
1025,899,1,1,1,male,high school,broken English,Poland,janitor,3-5 years,will look for work,seek better job,six months with family
1025,899,1,2,0,male,8th grade,tried English but unable,Mexico,teacher,1-2 years,interviews with employer,seek better job,once as tourist
1025,899,2,1,0,female,4th grade,fluent English,Sudan,teacher,none,interviews with employer,escape persecution,once as tourist
1025,899,2,2,1,male,college degree,broken English,India,financial analyst,1-2 years,contract with employer,reunite with family,never
1025,899,3,1,1,female,8th grade,fluent English,Germany,janitor,5+ years,interviews with employer,reunite with family,once as tourist
1025,899,3,2,0,male,no formal,fluent English,India,waiter,5+ years,no plans to look for work,reunite with family,once w/o authorization
1025,899,4,1,1,male,college degree,used interpreter,Iraq,waiter,none,interviews with employer,escape persecution,once as tourist
1025,899,4,2,0,female,4th grade,broken English,Germany,nurse,none,interviews with employer,seek better job,many times as tourist
1025,899,5,1,1,female,no formal,tried English but unable,Somalia,teacher,3-5 years,contract with employer,escape persecution,many times as tourist
1025,899,5,2,0,female,4th grade,used interpreter,Somalia,waiter,none,no plans to look for work,seek better job,many times as tourist
1026,900,1,1,1,male,8th grade,fluent English,Poland,child care provider,1-2 years,interviews with employer,reunite with family,once w/o authorization
1026,900,1,2,0,male,no formal,tried English but unable,Philippines,waiter,3-5 years,interviews with employer,seek better job,once w/o authorization
1026,900,2,1,1,female,high school,tried English but unable,Somalia,gardener,3-5 years,no plans to look for work,escape persecution,six months with family
1026,900,2,2,0,male,high school,broken English,Poland,gardener,5+ years,contract with employer,seek better job,once as tourist
1026,900,3,1,0,female,no formal,used interpreter,Poland,nurse,3-5 years,no plans to look for work,seek better job,once w/o authorization
1026,900,3,2,1,male,8th grade,broken English,Iraq,construction worker,3-5 years,no plans to look for work,escape persecution,many times as tourist
1026,900,4,1,0,male,graduate degree,tried English but unable,Somalia,teacher,none,no plans to look for work,escape persecution,once as tourist
1026,900,4,2,1,female,4th grade,used interpreter,Somalia,waiter,1-2 years,interviews with employer,seek better job,once as tourist
1026,900,5,1,1,female,8th grade,broken English,Sudan,waiter,3-5 years,will look for work,escape persecution,six months with family
1026,900,5,2,0,female,no formal,used interpreter,India,construction worker,3-5 years,no plans to look for work,seek better job,once w/o authorization
1027,901,1,1,1,female,no formal,used interpreter,China,waiter,3-5 years,will look for work,escape persecution,six months with family
1027,901,1,2,0,male,no formal,used interpreter,Iraq,nurse,3-5 years,contract with employer,seek better job,once w/o authorization
1027,901,2,1,0,female,high school,fluent English,Somalia,janitor,1-2 years,contract with employer,seek better job,once as tourist
1027,901,2,2,1,male,no formal,fluent English,India,nurse,none,interviews with employer,seek better job,many times as tourist
1027,901,3,1,1,female,no formal,used interpreter,Germany,nurse,3-5 years,no plans to look for work,seek better job,many times as tourist
1027,901,3,2,0,female,4th grade,fluent English,Sudan,construction worker,none,contract with employer,escape persecution,six months with family
1027,901,4,1,0,male,college degree,used interpreter,China,gardener,3-5 years,contract with employer,seek better job,never
1027,901,4,2,1,female,no formal,used interpreter,India,child care provider,3-5 years,will look for work,seek better job,many times as tourist
1027,901,5,1,0,male,graduate degree,used interpreter,India,child care provider,3-5 years,contract with employer,reunite with family,once w/o authorization
1027,901,5,2,1,female,4th grade,tried English but unable,Philippines,construction worker,5+ years,will look for work,seek better job,many times as tourist
1028,902,1,1,0,male,graduate degree,broken English,Germany,janitor,1-2 years,will look for work,seek better job,once w/o authorization
1028,902,1,2,1,male,8th grade,fluent English,France,gardener,3-5 years,will look for work,reunite with family,many times as tourist
1028,902,2,1,1,male,no formal,broken English,Poland,waiter,5+ years,will look for work,seek better job,many times as tourist
1028,902,2,2,0,male,4th grade,used interpreter,Germany,waiter,3-5 years,will look for work,reunite with family,never
1028,902,3,1,1,male,high school,fluent English,Mexico,waiter,none,no plans to look for work,reunite with family,never
1028,902,3,2,0,male,high school,used interpreter,Iraq,teacher,3-5 years,interviews with employer,seek better job,never
1028,902,4,1,1,male,no formal,broken English,Philippines,waiter,1-2 years,will look for work,seek better job,six months with family
1028,902,4,2,0,male,4th grade,tried English but unable,China,janitor,1-2 years,will look for work,escape persecution,once as tourist
1028,902,5,1,1,female,graduate degree,tried English but unable,Somalia,doctor,5+ years,interviews with employer,reunite with family,never
1028,902,5,2,0,male,no formal,tried English but unable,France,child care provider,1-2 years,will look for work,reunite with family,many times as tourist
1029,903,1,1,0,female,high school,broken English,France,janitor,1-2 years,will look for work,reunite with family,once as tourist
1029,903,1,2,1,female,high school,tried English but unable,Sudan,child care provider,5+ years,will look for work,reunite with family,never
1029,903,2,1,0,male,4th grade,tried English but unable,Poland,construction worker,5+ years,will look for work,seek better job,six months with family
1029,903,2,2,1,female,high school,used interpreter,India,child care provider,1-2 years,will look for work,seek better job,never
1029,903,3,1,1,female,high school,used interpreter,Iraq,construction worker,5+ years,interviews with employer,reunite with family,once as tourist
1029,903,3,2,0,male,two-year college,used interpreter,Sudan,gardener,3-5 years,interviews with employer,reunite with family,never
1029,903,4,1,0,male,college degree,used interpreter,Iraq,teacher,1-2 years,no plans to look for work,escape persecution,never
1029,903,4,2,1,female,4th grade,fluent English,Poland,child care provider,1-2 years,no plans to look for work,seek better job,six months with family
1029,903,5,1,1,male,4th grade,used interpreter,Philippines,janitor,1-2 years,no plans to look for work,seek better job,once as tourist
1029,903,5,2,0,female,8th grade,used interpreter,Iraq,waiter,5+ years,no plans to look for work,escape persecution,once as tourist
1030,904,1,1,0,male,high school,used interpreter,Poland,janitor,1-2 years,no plans to look for work,seek better job,once as tourist
1030,904,1,2,1,male,college degree,broken English,Sudan,research scientist,3-5 years,will look for work,escape persecution,six months with family
1030,904,2,1,0,male,4th grade,used interpreter,Mexico,construction worker,none,no plans to look for work,seek better job,six months with family
1030,904,2,2,1,female,8th grade,tried English but unable,Mexico,janitor,1-2 years,no plans to look for work,reunite with family,once as tourist
1030,904,3,1,0,female,4th grade,fluent English,Philippines,nurse,1-2 years,interviews with employer,seek better job,six months with family
1030,904,3,2,1,male,two-year college,broken English,China,construction worker,none,will look for work,seek better job,six months with family
1030,904,4,1,1,female,4th grade,tried English but unable,France,teacher,none,contract with employer,seek better job,once as tourist
1030,904,4,2,0,male,two-year college,tried English but unable,Mexico,financial analyst,none,no plans to look for work,seek better job,six months with family
1030,904,5,1,1,female,graduate degree,tried English but unable,Sudan,gardener,none,will look for work,escape persecution,once w/o authorization
1030,904,5,2,0,female,8th grade,tried English but unable,Poland,construction worker,none,interviews with employer,seek better job,many times as tourist
1031,905,1,1,1,male,4th grade,tried English but unable,Poland,construction worker,5+ years,will look for work,reunite with family,never
1031,905,1,2,0,female,two-year college,used interpreter,Somalia,research scientist,none,will look for work,seek better job,never
1031,905,2,1,1,male,college degree,tried English but unable,France,computer programmer,3-5 years,contract with employer,seek better job,once w/o authorization
1031,905,2,2,0,male,4th grade,broken English,Mexico,child care provider,5+ years,no plans to look for work,reunite with family,once as tourist
1031,905,3,1,1,male,high school,broken English,France,waiter,none,no plans to look for work,seek better job,six months with family
1031,905,3,2,0,male,high school,fluent English,France,janitor,1-2 years,no plans to look for work,seek better job,once w/o authorization
1031,905,4,1,1,female,two-year college,broken English,Germany,gardener,none,interviews with employer,reunite with family,six months with family
1031,905,4,2,0,female,high school,used interpreter,Somalia,teacher,5+ years,no plans to look for work,seek better job,six months with family
1031,905,5,1,1,female,two-year college,broken English,Somalia,janitor,1-2 years,interviews with employer,seek better job,many times as tourist
1031,905,5,2,0,female,no formal,broken English,Somalia,teacher,3-5 years,contract with employer,reunite with family,once as tourist
1033,906,1,1,1,male,8th grade,broken English,Sudan,janitor,3-5 years,interviews with employer,seek better job,many times as tourist
1033,906,1,2,0,male,no formal,tried English but unable,Mexico,waiter,3-5 years,no plans to look for work,seek better job,never
1033,906,2,1,0,female,4th grade,broken English,China,waiter,5+ years,will look for work,escape persecution,once w/o authorization
1033,906,2,2,1,male,4th grade,fluent English,Philippines,child care provider,1-2 years,will look for work,seek better job,never
1033,906,3,1,1,female,high school,broken English,Mexico,construction worker,5+ years,will look for work,seek better job,six months with family
1033,906,3,2,0,female,college degree,tried English but unable,Mexico,construction worker,1-2 years,no plans to look for work,seek better job,many times as tourist
1033,906,4,1,1,male,graduate degree,used interpreter,Poland,nurse,none,contract with employer,seek better job,once as tourist
1033,906,4,2,0,female,4th grade,used interpreter,China,teacher,none,interviews with employer,reunite with family,once w/o authorization
1033,906,5,1,1,female,two-year college,used interpreter,Philippines,construction worker,1-2 years,interviews with employer,reunite with family,many times as tourist
1033,906,5,2,0,male,8th grade,used interpreter,Poland,teacher,5+ years,no plans to look for work,seek better job,many times as tourist
1034,907,1,1,0,male,8th grade,fluent English,Sudan,gardener,none,interviews with employer,reunite with family,once as tourist
1034,907,1,2,1,male,high school,tried English but unable,Philippines,child care provider,none,interviews with employer,reunite with family,many times as tourist
1034,907,2,1,1,male,8th grade,broken English,India,construction worker,5+ years,contract with employer,reunite with family,once w/o authorization
1034,907,2,2,0,female,8th grade,fluent English,Sudan,construction worker,1-2 years,no plans to look for work,reunite with family,once w/o authorization
1034,907,3,1,0,male,high school,tried English but unable,Mexico,child care provider,1-2 years,no plans to look for work,reunite with family,many times as tourist
1034,907,3,2,1,female,high school,fluent English,Poland,waiter,5+ years,no plans to look for work,reunite with family,six months with family
1034,907,4,1,0,female,4th grade,broken English,Sudan,nurse,none,contract with employer,reunite with family,once w/o authorization
1034,907,4,2,1,female,college degree,tried English but unable,Philippines,computer programmer,1-2 years,interviews with employer,seek better job,once w/o authorization
1034,907,5,1,0,female,4th grade,fluent English,Poland,nurse,5+ years,no plans to look for work,seek better job,six months with family
1034,907,5,2,1,male,graduate degree,fluent English,Somalia,janitor,3-5 years,will look for work,escape persecution,six months with family
1036,908,1,1,1,female,high school,used interpreter,China,waiter,none,contract with employer,seek better job,six months with family
1036,908,1,2,0,male,high school,broken English,Mexico,teacher,5+ years,no plans to look for work,reunite with family,never
1036,908,2,1,1,male,two-year college,used interpreter,Sudan,doctor,none,no plans to look for work,reunite with family,many times as tourist
1036,908,2,2,0,male,8th grade,fluent English,Poland,gardener,3-5 years,no plans to look for work,seek better job,once as tourist
1036,908,3,1,1,male,high school,broken English,Poland,waiter,1-2 years,contract with employer,seek better job,once w/o authorization
1036,908,3,2,0,female,graduate degree,tried English but unable,Philippines,janitor,3-5 years,no plans to look for work,seek better job,never
1036,908,4,1,1,female,college degree,tried English but unable,India,child care provider,none,no plans to look for work,seek better job,never
1036,908,4,2,0,male,college degree,fluent English,Germany,gardener,none,interviews with employer,reunite with family,once w/o authorization
1036,908,5,1,0,male,no formal,used interpreter,Sudan,gardener,1-2 years,no plans to look for work,seek better job,six months with family
1036,908,5,2,1,female,8th grade,tried English but unable,China,nurse,1-2 years,interviews with employer,reunite with family,never
1037,909,1,1,1,female,two-year college,broken English,Philippines,janitor,1-2 years,contract with employer,seek better job,never
1037,909,1,2,0,male,high school,used interpreter,France,janitor,5+ years,contract with employer,reunite with family,never
1037,909,2,1,1,female,high school,broken English,France,nurse,3-5 years,interviews with employer,seek better job,once as tourist
1037,909,2,2,0,male,graduate degree,fluent English,Philippines,janitor,1-2 years,interviews with employer,seek better job,never
1037,909,3,1,1,female,8th grade,used interpreter,Iraq,janitor,5+ years,no plans to look for work,seek better job,many times as tourist
